invoice_line_id,tracking_id,client,carrier,service,invoice_date,billed_total,expected_total,variance_usd,exception_type,recovery_usd
167872,1Z000167872,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-06-15,39.38,39.38,0.0,manifested_not_shipped,39.38
15537,1Z000015537,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-10-08,39.33,39.33,0.0,manifested_not_shipped,39.33
168316,1Z000168316,Northwind Apparel,NationalExpress,NEX_2DAY,2025-11-16,39.23,39.22,0.01,manifested_not_shipped,39.23
22015,1Z000022015,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-11-28,39.11,39.11,0.0,manifested_not_shipped,39.11
11979,1Z000011979,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-12-03,39.09,39.09,0.0,manifested_not_shipped,39.09
250387,1Z000104671,Lumen Electronics,NationalExpress,NEX_2DAY,2025-05-09,38.95,38.95,0.0,duplicate_billing,38.95
250723,1Z000204228,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-03-25,38.78,38.78,0.0,duplicate_billing,38.78
104424,1Z000104424,Harbor Home Goods,ContinentalParcel,CPX_GROUND,2025-10-26,38.76,38.76,0.0,manifested_not_shipped,38.76
26407,1Z000026407,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-04-27,38.69,38.69,0.0,manifested_not_shipped,38.69
250058,1Z000016436,Harbor Home Goods,NationalExpress,NEX_GROUND,2026-01-01,38.69,38.69,0.0,duplicate_billing,38.69
250647,1Z000178612,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-07-11,38.6,35.69,2.91,duplicate_billing,38.6
250858,1Z000243005,Ironline Industrial,NationalExpress,NEX_GROUND,2025-04-30,38.57,38.58,-0.01,duplicate_billing,38.57
250610,1Z000165241,Harbor Home Goods,NationalExpress,NEX_GROUND,2026-01-15,38.53,38.53,0.0,duplicate_billing,38.53
159340,1Z000159340,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-05-19,38.35,38.36,-0.01,manifested_not_shipped,38.35
233332,1Z000233332,Northwind Apparel,NationalExpress,NEX_2DAY,2025-12-28,38.29,38.29,0.0,manifested_not_shipped,38.29
250537,1Z000143640,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-11-05,38.11,38.11,0.0,duplicate_billing,38.11
216447,1Z000216447,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-05-05,38.06,38.06,0.0,manifested_not_shipped,38.06
250139,1Z000038209,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-07-04,37.98,37.98,0.0,duplicate_billing,37.98
250221,1Z000059942,Harbor Home Goods,ContinentalParcel,CPX_GROUND,2026-01-10,37.83,37.83,0.0,duplicate_billing,37.83
250102,1Z000029509,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-10-25,37.8,37.8,0.0,duplicate_billing,37.8
250500,1Z000132849,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-03-02,37.76,37.76,0.0,duplicate_billing,37.76
192243,1Z000192243,Lumen Electronics,ContinentalParcel,CPX_GROUND,2025-06-27,37.7,37.7,0.0,manifested_not_shipped,37.7
250336,1Z000090710,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-10-22,37.7,37.7,0.0,duplicate_billing,37.7
125406,1Z000125406,Ironline Industrial,ContinentalParcel,CPX_GROUND,2025-06-11,37.67,37.66,0.01,manifested_not_shipped,37.67
44208,1Z000044208,Lumen Electronics,NationalExpress,NEX_2DAY,2025-06-25,37.44,37.44,0.0,manifested_not_shipped,37.44
21877,1Z000021877,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-12-25,37.19,37.19,0.0,manifested_not_shipped,37.19
250172,1Z000047768,Ironline Industrial,ContinentalParcel,CPX_GROUND,2025-05-22,37.19,37.19,0.0,duplicate_billing,37.19
169547,1Z000169547,Cascade Supplements,NationalExpress,NEX_2DAY,2025-08-28,36.98,36.98,0.0,manifested_not_shipped,36.98
250649,1Z000178947,Northwind Apparel,NationalExpress,NEX_GROUND,2025-09-29,36.9,15.9,21.0,duplicate_billing,36.9
250736,1Z000208201,Lumen Electronics,NationalExpress,NEX_2DAY,2025-10-16,36.72,36.72,0.0,duplicate_billing,36.72
250318,1Z000086980,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-11-13,36.54,36.54,0.0,duplicate_billing,36.54
250293,1Z000078597,Northwind Apparel,NationalExpress,NEX_2DAY,2025-07-25,36.49,36.49,0.0,duplicate_billing,36.49
250503,1Z000133440,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-06-17,36.49,36.49,0.0,duplicate_billing,36.49
197723,1Z000197723,Lumen Electronics,ContinentalParcel,CPX_GROUND,2025-06-04,36.41,36.42,-0.01,manifested_not_shipped,36.41
66241,1Z000066241,Harbor Home Goods,ContinentalParcel,CPX_GROUND,2025-11-03,36.24,36.24,0.0,manifested_not_shipped,36.24
250072,1Z000019693,Northwind Apparel,NationalExpress,NEX_2DAY,2025-10-22,36.12,36.12,0.0,duplicate_billing,36.12
250772,1Z000219694,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-08-30,35.9,34.25,1.65,duplicate_billing,35.9
189038,1Z000189038,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-12-17,35.85,35.85,0.0,manifested_not_shipped,35.85
40067,1Z000040067,Lumen Electronics,ContinentalParcel,CPX_GROUND,2025-09-02,35.84,35.84,0.0,manifested_not_shipped,35.84
48211,1Z000048211,Harbor Home Goods,ContinentalParcel,CPX_GROUND,2025-10-18,35.81,35.81,0.0,manifested_not_shipped,35.81
250810,1Z000228319,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-07-23,35.77,35.77,0.0,duplicate_billing,35.77
250235,1Z000065082,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-06-28,35.65,35.65,0.0,duplicate_billing,35.65
250497,1Z000132259,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-04-10,35.58,35.58,0.0,duplicate_billing,35.58
250639,1Z000176115,Harbor Home Goods,ContinentalParcel,CPX_GROUND,2025-04-16,35.58,35.58,0.0,duplicate_billing,35.58
250038,1Z000010716,Ironline Industrial,ContinentalParcel,CPX_GROUND,2025-04-27,35.52,35.52,0.0,duplicate_billing,35.52
250718,1Z000201527,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-08-02,35.42,35.42,0.0,duplicate_billing,35.42
133545,1Z000133545,Lumen Electronics,NationalExpress,NEX_2DAY,2025-09-04,35.35,35.35,0.0,manifested_not_shipped,35.35
145169,1Z000145169,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-04-01,35.31,35.31,0.0,manifested_not_shipped,35.31
250602,1Z000163506,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-07-23,35.29,35.29,0.0,duplicate_billing,35.29
66185,1Z000066185,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-08-23,35.26,35.27,-0.01,manifested_not_shipped,35.26
250564,1Z000151485,Lumen Electronics,ContinentalParcel,CPX_GROUND,2025-12-20,35.25,35.25,0.0,duplicate_billing,35.25
212480,1Z000212480,Verity Beauty,NationalExpress,NEX_2DAY,2025-11-19,35.13,35.13,0.0,manifested_not_shipped,35.13
30041,1Z000030041,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-03-30,34.93,34.92,0.01,manifested_not_shipped,34.93
131309,1Z000131309,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-11-08,34.92,34.92,0.0,manifested_not_shipped,34.92
168195,1Z000168195,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-12-02,34.85,34.85,0.0,manifested_not_shipped,34.85
78226,1Z000078226,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-11-24,34.85,34.85,0.0,manifested_not_shipped,34.85
250298,1Z000081176,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-03-07,34.85,34.85,0.0,duplicate_billing,34.85
120772,1Z000120772,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-12-01,34.74,34.74,0.0,manifested_not_shipped,34.74
23826,1Z000023826,Harbor Home Goods,RegionalGrid,RGX_REGIONAL,2025-09-16,34.64,34.64,0.0,manifested_not_shipped,34.64
25068,1Z000025068,Ironline Industrial,NationalExpress,NEX_GROUND,2025-10-03,34.57,34.57,0.0,manifested_not_shipped,34.57
250712,1Z000199816,Lumen Electronics,ContinentalParcel,CPX_GROUND,2025-11-09,34.56,34.56,0.0,duplicate_billing,34.56
250427,1Z000116202,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-06-13,34.44,34.44,0.0,duplicate_billing,34.44
250204,1Z000056593,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-10-10,34.41,34.41,0.0,duplicate_billing,34.41
250009,1Z000001940,Lumen Electronics,ContinentalParcel,CPX_GROUND,2025-10-29,34.29,34.29,0.0,duplicate_billing,34.29
250443,1Z000119028,Ironline Industrial,NationalExpress,NEX_GROUND,2025-08-13,34.23,34.23,0.0,duplicate_billing,34.23
30592,1Z000030592,Ironline Industrial,ContinentalParcel,CPX_GROUND,2025-08-15,34.16,34.17,-0.01,manifested_not_shipped,34.16
159493,1Z000159493,Verity Beauty,NationalExpress,NEX_GROUND,2025-11-09,33.92,33.92,0.0,manifested_not_shipped,33.92
250482,1Z000127716,Ironline Industrial,NationalExpress,NEX_GROUND,2025-12-20,33.8,33.81,-0.01,duplicate_billing,33.8
250437,1Z000117802,Harbor Home Goods,ContinentalParcel,CPX_GROUND,2025-10-07,33.68,29.73,3.95,duplicate_billing,33.68
250536,1Z000143503,Ironline Industrial,ContinentalParcel,CPX_GROUND,2025-10-17,33.64,33.64,0.0,duplicate_billing,33.64
250756,1Z000214785,Cascade Supplements,NationalExpress,NEX_GROUND,2025-11-30,33.61,33.61,0.0,duplicate_billing,33.61
250801,1Z000225976,Northwind Apparel,NationalExpress,NEX_2DAY,2025-08-29,33.61,33.61,0.0,duplicate_billing,33.61
250255,1Z000069408,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-10-29,33.48,33.48,0.0,duplicate_billing,33.48
250304,1Z000083023,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-05-01,33.29,33.29,0.0,duplicate_billing,33.29
175447,1Z000175447,Ironline Industrial,NationalExpress,NEX_GROUND,2025-11-27,33.22,33.22,0.0,manifested_not_shipped,33.22
250157,1Z000042850,Harbor Home Goods,ContinentalParcel,CPX_GROUND,2025-06-03,33.21,33.21,0.0,duplicate_billing,33.21
250825,1Z000232756,Harbor Home Goods,ContinentalParcel,CPX_GROUND,2025-11-27,33.18,33.18,0.0,duplicate_billing,33.18
79467,1Z000079467,Ironline Industrial,NationalExpress,NEX_GROUND,2025-06-14,33.15,33.16,-0.01,manifested_not_shipped,33.15
250074,1Z000019973,Lumen Electronics,ContinentalParcel,CPX_GROUND,2025-06-02,33.07,33.07,0.0,duplicate_billing,33.07
250089,1Z000025583,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-07-24,32.98,32.98,0.0,duplicate_billing,32.98
250328,1Z000089773,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-11-04,32.85,32.85,0.0,duplicate_billing,32.85
48857,1Z000048857,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-01-29,32.81,32.81,0.0,manifested_not_shipped,32.81
42677,1Z000042677,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-11-09,32.68,32.68,0.0,manifested_not_shipped,32.68
221575,1Z000221575,Ironline Industrial,NationalExpress,NEX_GROUND,2025-09-11,32.68,32.68,0.0,manifested_not_shipped,32.68
250190,1Z000052569,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-02-07,32.51,32.52,-0.01,duplicate_billing,32.51
197844,1Z000197844,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-04-22,32.4,32.39,0.01,manifested_not_shipped,32.4
147072,1Z000147072,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-05-19,32.28,32.29,-0.01,manifested_not_shipped,32.28
250392,1Z000105115,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-06-10,32.12,30.94,1.18,duplicate_billing,32.12
184396,1Z000184396,Cascade Supplements,NationalExpress,NEX_GROUND,2025-04-14,32.11,32.1,0.01,manifested_not_shipped,32.11
228025,1Z000228025,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-03-12,32.09,32.1,-0.01,manifested_not_shipped,32.09
250721,1Z000202402,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-08-16,32.04,32.03,0.01,duplicate_billing,32.04
174549,1Z000174549,Lumen Electronics,NationalExpress,NEX_2DAY,2025-09-02,31.95,31.95,0.0,manifested_not_shipped,31.95
250681,1Z000189008,Northwind Apparel,NationalExpress,NEX_GROUND,2025-11-20,31.94,31.95,-0.01,duplicate_billing,31.94
250608,1Z000164599,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-10-10,31.85,31.85,0.0,duplicate_billing,31.85
151600,1Z000151600,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-02-07,31.72,31.72,0.0,manifested_not_shipped,31.72
171125,1Z000171125,Harbor Home Goods,ContinentalParcel,CPX_GROUND,2025-03-17,31.69,31.69,0.0,manifested_not_shipped,31.69
250198,1Z000054686,Lumen Electronics,ContinentalParcel,CPX_SAVER,2025-12-25,31.59,31.58,0.01,duplicate_billing,31.59
250028,1Z000008018,Ironline Industrial,NationalExpress,NEX_GROUND,2025-03-18,31.56,31.56,0.0,duplicate_billing,31.56
250760,1Z000215573,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-12-24,31.35,31.35,0.0,duplicate_billing,31.35
250678,1Z000187058,Northwind Apparel,NationalExpress,NEX_2DAY,2025-10-03,31.33,31.32,0.01,duplicate_billing,31.33
250615,1Z000168120,Harbor Home Goods,ContinentalParcel,CPX_GROUND,2025-12-10,31.3,31.29,0.01,duplicate_billing,31.3
250249,1Z000067933,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-08-08,31.29,31.29,0.0,duplicate_billing,31.29
250844,1Z000239881,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-09-17,31.18,31.18,0.0,duplicate_billing,31.18
250645,1Z000177617,Northwind Apparel,NationalExpress,NEX_GROUND,2025-04-30,31.11,31.11,0.0,duplicate_billing,31.11
240832,1Z000240832,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-12-27,31.03,31.03,0.0,manifested_not_shipped,31.03
250689,1Z000192636,Harbor Home Goods,RegionalGrid,RGX_REGIONAL,2025-09-29,30.99,30.99,0.0,duplicate_billing,30.99
250079,1Z000022630,Ironline Industrial,ContinentalParcel,CPX_GROUND,2025-04-13,30.99,25.05,5.94,duplicate_billing,30.99
250656,1Z000180305,Harbor Home Goods,RegionalGrid,RGX_REGIONAL,2025-12-13,30.98,30.99,-0.01,duplicate_billing,30.98
250655,1Z000180030,Harbor Home Goods,NationalExpress,NEX_GROUND,2026-01-02,30.97,30.97,0.0,duplicate_billing,30.97
250775,1Z000220318,Ironline Industrial,NationalExpress,NEX_GROUND,2025-10-06,30.92,9.93,20.99,duplicate_billing,30.92
250031,1Z000009439,Northwind Apparel,NationalExpress,NEX_2DAY,2025-11-19,30.87,30.86,0.01,duplicate_billing,30.87
250324,1Z000088505,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-12-03,30.84,30.84,0.0,duplicate_billing,30.84
250547,1Z000146579,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-12-10,30.84,30.84,0.0,duplicate_billing,30.84
33399,1Z000033399,Cascade Supplements,ContinentalParcel,CPX_GROUND,2025-04-15,30.8,30.8,0.0,manifested_not_shipped,30.8
81192,1Z000081192,Northwind Apparel,NationalExpress,NEX_GROUND,2025-02-02,30.78,30.78,0.0,manifested_not_shipped,30.78
49092,1Z000049092,Northwind Apparel,NationalExpress,NEX_GROUND,2026-01-02,30.76,30.76,0.0,manifested_not_shipped,30.76
160868,1Z000160868,Harbor Home Goods,ContinentalParcel,CPX_GROUND,2025-02-07,30.71,30.71,0.0,manifested_not_shipped,30.71
6344,1Z000006344,Harbor Home Goods,NationalExpress,NEX_GROUND,2025-10-21,30.69,30.69,0.0,manifested_not_shipped,30.69
